Winter, Ariel S.|The Twenty-Year Death|Mystery / M|2012-08Aug-2012|03
Maas, Sarah J.|Throne of Glass|Epic Fantasy / EF|2012-08Aug-2012|04
Bloom, Amy Beth|Little Sweet Potato|General Fiction / GF|2012-08Aug-2012|02
Holub, Joan; Williams, Suzanne|Zeus and the Thunderbolt of Doom|Action Adventure / AA|2012-08Aug-2012|03
Lam, Vincent|The Headmaster's Wager|Literary / L|2012-08Aug-2012|05
Edwards, Yvvette|A Cupboard Full of Coats|General Fiction / GF|2012-08Aug-2012|04
Ewen, Pamela Binnings|Chasing the Wind|Suspense / S|2012-08Aug-2012|05
Smith, Alexander McCall|The Importance of Being Seven|Suspense / S|2012-08Aug-2012|05
Andrews, Ilona|Gunmetal Magic|Urban Fantasy / UF|2012-08Aug-2012|04.5
Arsenault, Emily|Miss Me When I'm Gone|Mystery / M|2012-08Aug-2012|03
Rupp, Rebecca|After Eli|General Fiction / GF|2012-08Aug-2012|04
Freeman, Tor|Olive and the Big Secret|General Fiction / GF|2012-08Aug-2012|03
Morris, R.N.|Summon Up The Blood|Historical Mystery / HM|2012-08Aug-2012|04.5
Wolf, Karina|The Insomniacs|General Fiction / GF|2012-08Aug-2012|03
Knudsen, Michelle|Big Mean Mike|General Fiction / GF|2012-08Aug-2012|03
Hoban, Russell|Soonchild|Fantasy / F|2012-08Aug-2012|01
Poblocki, Dan|The Ghost of Graylock|General Fiction / GF|2012-08Aug-2012|02
Pinkwater, Daniel|Bear in Love|General Fiction / GF|2012-08Aug-2012|04
Watts, Jeri|Kizzy Ann Stamps|General Fiction / GF|2012-08Aug-2012|04.5
Nickson, Chris|Cold Cruel Winter|Historical Mystery / HM|2012-08Aug-2012|05
Becker, Bonny|A Visitor for Bear|General Fiction / GF|2012-08Aug-2012|04
McCarthy, T.C.|Chimera|Science Fiction / SF|2012-08Aug-2012|03
Metzger, Steve|Pluto Visits Earth!|General Fiction / GF|2012-08Aug-2012|02
Coplin, Amanda|The Orchardist|General Fiction / GF|2012-08Aug-2012|04.5
Erdrich, Louise|Chickadee|General Fiction / GF|2012-08Aug-2012|04
Keller, Julia|A Killing in the Hills|Mystery / M|2012-08Aug-2012|04.5
Korman, Gordon|Ungifted|General Fiction / GF|2012-08Aug-2012|03
Santo, Courtney Miller|The Roots of the Olive Tree|General Fiction / GF|2012-08Aug-2012|04
Wagner, Bruce|Dead Stars|Literary / L|2012-08Aug-2012|05
Hunter, Erin|The Empty City|Fantasy / F|2012-08Aug-2012|02
Tropper, Jonathan|One Last Thing Before I Go|Literary / L|2012-08Aug-2012|04
Oates, Joyce Carol|Two or Three Things I Forgot to Tell You|General Fiction / GF|2012-08Aug-2012|04
Dicks, Matthew|Memoirs of an Imaginary Friend|Literary / L|2012-08Aug-2012|05
Almond, David|The True Tale of the Monster Billy Dean|General Fiction / GF|2012-08Aug-2012|04
McClure, Nikki|Apple|General Fiction / GF|2012-08Aug-2012|02
Morris, Michael|Man in the Blue Moon|General Fiction / GF|2012-08Aug-2012|05
Baguchinsky, Jill|Spookygirl|Fantasy / F|2012-08Aug-2012|03
Mackintosh, David|The Frank Show|General Fiction / GF|2012-08Aug-2012|05
Doig, Ivan|The Bartender's Tale|Historical / H|2012-08Aug-2012|05
Angleberger, Tom|The Secret of the Fortune Wookiee|General Fiction / GF|2012-08Aug-2012|03
Gillham, David R.|City of Women|Historical / H|2012-08Aug-2012|05
Anton, Maggie|Apprentice|General Fiction / GF|2012-08Aug-2012|05
Chercover, Sean|The Trinity Game|Thriller / T|2012-08Aug-2012|04
Cantrell, Christian|Containment|Science Fiction / SF|2012-08Aug-2012|04.5
Crouch, Blake|Pines|Thriller / T|2012-08Aug-2012|04
Harvey, Matthea|Cecil the Pet Glacier|General Fiction / GF|2012-08Aug-2012|04
Yates, Louise|Dog Loves Drawing|General Fiction / GF|2012-08Aug-2012|03
Baker, Keith|1-2-3 Peas|General Fiction / GF|2012-08Aug-2012|03
Hood, Susan|Just Say Boo!|General Fiction / GF|2012-08Aug-2012|03
Hills, Tad|Rocket Writes a Story|General Fiction / GF|2012-08Aug-2012|03
Markell, Denis|Hush, Little Monster|General Fiction / GF|2012-08Aug-2012|03
Geist, Ken|Who's Who?|General Fiction / GF|2012-08Aug-2012|02
Dunn, Patricia|Rebels by Accident|Action Adventure / AA|2012-08Aug-2012|05
Waid, Mark|Daredevil by Mark Waid, Volume 1|Fantasy / F|2012-08Aug-2012|00
Krensky, Stephen|Now I Am Big!|General Fiction / GF|2012-08Aug-2012|03
D'Andrea, Luca|Beneath the Mountain (e)|Thriller / T|2012-08Aug-2012|05
Armstrong, Lori|Holding Mercy (ss)|Thriller / T|2012-08Aug-2012|02
Maxwell, Robin|Jane: The Woman Who Loved Tarzan|Action Adventure / AA|2012-09Sep-2012|05
Egielski, Richard|Itsy Bitsy Spider|General Fiction / GF|2012-09Sep-2012|03
Johnson, Angela|A Certain October|General Fiction / GF|2012-09Sep-2012|05
Magoon, Kekla|Fire in the Streets|Historical / H|2012-09Sep-2012|04
Moehringer, J.R.|Sutton|General Fiction / GF|2012-09Sep-2012|05
McOmber, Adam|The White Forest|Literary / L|2012-09Sep-2012|05
Palma, Felix J.|The Map of the Sky|Science Fiction / SF|2012-09Sep-2012|05
Thalasinos, Andrea|An Echo Through the Snow|General Fiction / GF|2012-09Sep-2012|05
McCarthy, Morgan|The Other Half of Me|General Fiction / GF|2012-09Sep-2012|05
O'Reilly, P.A.|The Fine Color of Rust|General Fiction / GF|2012-09Sep-2012|05
Porter, Andrew|In Between Days|Literary / L|2012-09Sep-2012|05
Gerritsen, Tess|Last to Die|Medical Thriller / MT|2012-09Sep-2012|04.5
Habel, Lia|Dearly, Beloved|Fantasy / F|2012-09Sep-2012|05
Stewart, Sarah|The Quiet Place|General Fiction / GF|2012-09Sep-2012|03
Key, Watt|Fourmile|General Fiction / GF|2012-09Sep-2012|04
Leavitt, Martine|My Book of Life by Angel|General Fiction / GF|2012-09Sep-2012|05
Thomas, Shelley Moore|The Seven Tales of Trinket|Science Fiction / Fantasy / SFF|2012-09Sep-2012|03
Martin, C.K. Kelly|Yesterday|General Fiction / GF|2012-09Sep-2012|02
Horvath, Polly|One Year in Coal Harbor|General Fiction / GF|2012-09Sep-2012|04
Frost, Mark|The Paladin Prophecy|Science Fiction / Fantasy / SFF|2012-09Sep-2012|03
Child, Lee|A Wanted Man|Mystery / M|2012-09Sep-2012|04.5
Ennis, Michael|The Malice of Fortune|Historical / H|2012-09Sep-2012|05
McNamee, Graham|Beyond|General Fiction / GF|2012-09Sep-2012|04
Schmidt, Gary D.|What Came from the Stars|General Fiction / GF|2012-09Sep-2012|05
Rubens, Michael|Sons of the 613|General Fiction / GF|2012-09Sep-2012|03
Woodruff, Lee|Those We Love Most|General Fiction / GF|2012-09Sep-2012|05
Perry, Anne|A Sunless Sea|Historical Mystery / HM|2012-09Sep-2012|04.5
Duke, Kate|Ready for Pumpkins|General Fiction / GF|2012-09Sep-2012|04
Brooks, Terry|The Wards of Faerie|Epic Fantasy / EF|2012-09Sep-2012|04.5
Levithan, David|Every Day|Fantasy / F|2012-09Sep-2012|03.5
Strahan, Jonathan|Under My Hat|General Fiction / GF|2012-09Sep-2012|03
Gropp, Richard E.|Bad Glass|Fantasy / F|2012-09Sep-2012|04
Whitson, Stephanie Grace|The Shadow on the Quilt|Historical / H|2012-09Sep-2012|05
Cheuvront, Robbie; Reed, Erik|Fall|Suspense / S|2012-09Sep-2012|05
Almasi, G.T.|Blades of Winter|Science Fiction / SF|2012-09Sep-2012|02
Kokie, E.M.|Personal Effects|Historical / H|2012-09Sep-2012|04
Jenkins, Emily|Lemonade in Winter|General Fiction / GF|2012-09Sep-2012|04
Boianjiu, Shani|The People of Forever Are Not Afraid|Literary / L|2012-09Sep-2012|05
Stein, David Ezra|Because Amelia Smiled|General Fiction / GF|2012-09Sep-2012|04
Penny, Louise|The Beautiful Mystery|Police/Detective/Law Enforcement / PD|2012-09Sep-2012|04.5
Lanagan, Margo|The Brides of Rollrock Island|Fantasy / F|2012-09Sep-2012|05
Levinthal, David|Who Pushed Humpty Dumpty?|Fantasy / F|2012-09Sep-2012|04
Hayes, Geoffrey|Benny and Penny in Lights Out|Graphic Novel / GN|2012-09Sep-2012|03
Shusterman, Neal|UnWholly|Horror / HORR|2012-09Sep-2012|04.5
Dashner, James|A Mutiny in Time|Action Adventure / AA|2012-09Sep-2012|02
Fleming, Candace|Oh, No!|General Fiction / GF|2012-09Sep-2012|04
Manzano, Sonia|The Revolution of Evelyn Serrano|General Fiction / GF|2012-09Sep-2012|04
McBratney, Sam|The Adventures of Little Nutbrown Hare|General Fiction / GF|2012-09Sep-2012|02
Cross, Gillian|The Odyssey|Fantasy / F|2012-09Sep-2012|02
Bliss, Harry|A Trip to the Museum|General Fiction / GF|2012-09Sep-2012|04
Amateau, Gigi|Come August, Come Freedom|Historical / H|2012-09Sep-2012|04
Bell, Cece|The Sleepover|General Fiction / GF|2012-09Sep-2012|03
Rivers, Karen|The Encyclopedia of Me|General Fiction / GF|2012-09Sep-2012|04
Spinelli, Jerry|Third Grade Angels|General Fiction / GF|2012-09Sep-2012|04
Haworth, Danette|A Whole Lot of Lucky|General Fiction / GF|2012-09Sep-2012|02
Calame, Don|Call the Shots|General Fiction / GF|2012-09Sep-2012|03
Reynolds, Peter H.|Sky Color|General Fiction / GF|2012-09Sep-2012|03
Nytra, David|The Secret of the Stone Frog|General Fiction / GF|2012-09Sep-2012|03
Lange, Erin Jade|Butter|General Fiction / GF|2012-09Sep-2012|02
Pilkey, Dav|Captain Underpants and the Terrifying Return of Tippy Tinkletrousers|Action Adventure / AA|2012-09Sep-2012|03
Rockliff, Mara|Me and Momma and Big John|General Fiction / GF|2012-09Sep-2012|03
Schlitz, Laura Amy|Splendors and Glooms|Historical / H|2012-09Sep-2012|04
Davis, Lane|I Swear|General Fiction / GF|2012-09Sep-2012|02
Viorst, Judith|Lulu Walks the Dogs|General Fiction / GF|2012-09Sep-2012|04
Ward, Helen|The Town Mouse and the Country Mouse|Fantasy / F|2012-09Sep-2012|03
Kladstrup, Kristin|The Gingerbread Pirates|Action Adventure / AA|2012-09Sep-2012|04
Dotlich, Rebecca Kai|What Can a Crane Pick Up?|General Fiction / GF|2012-09Sep-2012|04
Haddix, Margaret Peterson|Caught|Science Fiction / Fantasy / SFF|2012-09Sep-2012|03
Fox, Mem|Tell Me About Your Day Today|General Fiction / GF|2012-09Sep-2012|03
Rodrigues, Carmen|34 Pieces of You|General Fiction / GF|2012-09Sep-2012|02
Viva, Frank|A Trip to the Bottom of the World with Mouse|General Fiction / GF|2012-09Sep-2012|04
Joosse, Barbara M.|Lovabye Dragon|Fantasy / F|2012-09Sep-2012|04
Vaught, Susan|Freaks Like Us|General Fiction / GF|2012-09Sep-2012|04
Telgemeier, Raina|Drama|General Fiction / GF|2012-09Sep-2012|04
Horacek, Petr|One Spotted Giraffe|General Fiction / GF|2012-09Sep-2012|03
Bluemle, Elizabeth|How Do You Wokka-Wokka?|General Fiction / GF|2012-09Sep-2012|03
Meissner, Susan|The Girl in the Glass|General Fiction / GF|2012-09Sep-2012|04
Gorbachev, Valeri|Turtle's Penguin Day|General Fiction / GF|2012-09Sep-2012|03
Atxaga, Bernardo|Seven Houses in France|Literary / L|2012-09Sep-2012|05
Battersby, Lee|The Corpse-Rat King|Fantasy / F|2012-09Sep-2012|05
Nelson, Marilyn|Snook Alone|General Fiction / GF|2012-09Sep-2012|05
Anderson, Kevin J.|Death Warmed Over|Private Investigator / PI|2012-09Sep-2012|04
DaCosta, Barbara|Nighttime Ninja|General Fiction / GF|2012-09Sep-2012|04
Kristoff, Jay|Stormdancer|Fantasy / F|2012-09Sep-2012|03
Dowell, Frances O'Roark|The Second Life of Abigail Walker|General Fiction / GF|2012-09Sep-2012|02
Pearce, Jackson|Fathomless|Fantasy / F|2012-09Sep-2012|03
Maberry, Jonathan|Flesh & Bone|Horror / HORR|2012-09Sep-2012|04.5
Polacco, Patricia|Bully|General Fiction / GF|2012-09Sep-2012|02
Bauer, Joan|Almost Home|General Fiction / GF|2012-09Sep-2012|04
Herlong, M.H.|Buddy|General Fiction / GF|2012-09Sep-2012|03
Kardos, Michael|The Three-Day Affair|Mystery / M|2012-09Sep-2012|05
Norfolk, Lawrence|John Saturnall's Feast|Literary / L|2012-09Sep-2012|04.5
Mobley, Jeannie|Katerina's Wish|General Fiction / GF|2012-09Sep-2012|03
Powers, Kevin|The Yellow Birds|General Fiction / GF|2012-09Sep-2012|05
Oates, Joyce Carol|Black Dahlia & White Rose|General Fiction / GF|2012-09Sep-2012|04
Creech, Sharon|The Great Unexpected|General Fiction / GF|2012-09Sep-2012|04
Hicks, Deron R.|Secrets of Shakespeare's Grave|Mystery / M|2012-09Sep-2012|03
Talbott, Hudson|It's All about Me-Ow|General Fiction / GF|2012-09Sep-2012|03
Gagnon, Michelle|Don't Turn Around|Thriller / T|2012-09Sep-2012|03
Zhang, Kat|What's Left of Me|Science Fiction / SF|2012-09Sep-2012|02
Pratchett, Terry|Dodger|Fantasy / F|2012-09Sep-2012|05
Robbins, Charles|The Accomplice|Political Thriller / PT|2012-09Sep-2012|05
Klise, Kate|Homesick|General Fiction / GF|2012-09Sep-2012|04
Coville, Bruce|Always October|General Fiction / GF|2012-09Sep-2012|02
Patterson, James; Ledwidge, Michael|Zoo|Thriller / T|2012-09Sep-2012|03.5
Wiley, Melissa|The Prairie Thief|Fantasy / F|2012-09Sep-2012|03
Johnson, D.E.|Detroit Breakdown|Historical Mystery / HM|2012-09Sep-2012|05
Hall, Michael|Cat Tale|General Fiction / GF|2012-09Sep-2012|03
Dewdney, Anna|Llama Llama Time to Share|General Fiction / GF|2012-09Sep-2012|03
Webster, Jason|A Death in Valencia|Police/Detective/Law Enforcement / PD|2012-09Sep-2012|05
Rowland, Laura Joh|The Incense Game|Historical Mystery / HM|2012-09Sep-2012|05
Henkes, Kevin|Penny and Her Doll|General Fiction / GF|2012-09Sep-2012|05
Green, Tim|Unstoppable|General Fiction / GF|2012-09Sep-2012|03
Fairlie, Emily|The Lost Treasure of Tuckernuck|Mystery / M|2012-09Sep-2012|02
Chabon, Michael|Telegraph Avenue|Literary / L|2012-09Sep-2012|05
Willems, Mo|Goldilocks and the Three Dinosaurs|General Fiction / GF|2012-09Sep-2012|05
Meyer, L.A.|Viva Jacquelina!|Historical / H|2012-09Sep-2012|03
Pinfold, Levi|Black Dog|General Fiction / GF|2012-09Sep-2012|04
George, Elizabeth|The Edge of Nowhere|General Fiction / GF|2012-09Sep-2012|03
Berk, Ari|Nightsong|General Fiction / GF|2012-09Sep-2012|02
Aguirre, Ann|Outpost|Fantasy / F|2012-09Sep-2012|04.5
Bachmann, Stefan|The Peculiar|Fantasy / F|2012-09Sep-2012|02
Locke, Attica|The Cutting Season|General Fiction / GF|2012-09Sep-2012|04.5
Williams, Tad|The Dirty Streets of Heaven|Urban Fantasy / UF|2012-09Sep-2012|02
Pollock, Tom|The City's Son|Fantasy / F|2012-09Sep-2012|03
Thomas, Jan|Let's Sing a Lullaby with the Brave Cowboy|General Fiction / GF|2012-09Sep-2012|03
Falconer, Ian|Olivia and the Fairy Princesses|General Fiction / GF|2012-09Sep-2012|03
Lowe, Natasha|The Power of Poppy Pendle|General Fiction / GF|2012-09Sep-2012|03
Lean, Sarah|A Dog Called Homeless|General Fiction / GF|2012-09Sep-2012|04
Carson, Rae|The Crown of Embers|Fantasy / F|2012-09Sep-2012|04
Fleming, Denise|underGROUND|General Fiction / GF|2012-09Sep-2012|04
Weller, Lance|Wilderness|Historical / H|2012-09Sep-2012|05
Brett, Jan|Mossy|Historical / H|2012-09Sep-2012|02
Holt, Christopher|The Vanishing|Action Adventure / AA|2012-09Sep-2012|01
McDonnell, Patrick|The Monsters' Monster|General Fiction / GF|2012-09Sep-2012|03
Doctorow, Cory; Stross, Charles|The Rapture of the Nerds|Science Fiction / SF|2012-09Sep-2012|03
Ryan, Hank Phillippi|The Other Woman|Thriller / T|2012-09Sep-2012|04
McNeil, Gretchen|Ten|General Fiction / GF|2012-09Sep-2012|05
Evison, Jonathan|The Revised Fundamentals of Caregiving|General Fiction / GF|2012-09Sep-2012|05
Avi|Sophia's War|Historical / H|2012-09Sep-2012|04
Marr, Melissa|Carnival of Souls|Fantasy / F|2012-09Sep-2012|05
Kent, Christobel|The Dead Season|Police/Detective/Law Enforcement / PD|2012-09Sep-2012|04
Bacon, Lee|Joshua Dread|Action Adventure / AA|2012-09Sep-2012|03
Lewis, Beverly|The Bridesmaid|General Fiction / GF|2012-09Sep-2012|04
Diaz, Junot|This Is How You Lose Her|General Fiction / GF|2012-09Sep-2012|05
Durst, Sarah Beth|Vessel|Fantasy / F|2012-09Sep-2012|03
Black, Michael Ian|I'm Bored|General Fiction / GF|2012-09Sep-2012|03
Beck, W.H.|Malcolm at Midnight|General Fiction / GF|2012-09Sep-2012|02
Bray, Libba|The Diviners|Historical / H|2012-09Sep-2012|04.5
Legrand, Claire|The Cavendish Home for Boys and Girls|Fantasy / F|2012-09Sep-2012|03
Straub, Emma|Laura Lamont's Life in Pictures|General Fiction / GF|2012-09Sep-2012|05
Florian, Douglas|Shiver Me Timbers!|Action Adventure / AA|2012-09Sep-2012|04
Webb, Peggy|Elvis and the Blue Christmas Corpse|Mystery / M|2012-09Sep-2012|04.5
Wright, Camron|The Rent Collector|General Fiction / GF|2012-09Sep-2012|05
Hood, Susan|Spike, the Mixed-up Monster|General Fiction / GF|2012-09Sep-2012|03
Lupica, Mike|True Legend|General Fiction / GF|2012-09Sep-2012|03
Hesse, Karen|Safekeeping|General Fiction / GF|2012-09Sep-2012|03
Wood, Summer|Raising Wrecker|Literary / L|2012-09Sep-2012|00
Jonasson, Jonas|The 100-Year-Old Man Who Climbed Out the Window and Disappeared|General Fiction / GF|2012-09Sep-2012|04.5
Boyagoda, Randy|Beggar's Feast|Literary / L|2012-09Sep-2012|05
Wendelboe, C.M.|Death Where the Bad Rocks Live|Police/Detective/Law Enforcement / PD|2012-09Sep-2012|05
Mateer, Anne|At Every Turn|Historical / H|2012-09Sep-2012|04.5
Longworth, M.L.|Murder in the Rue Dumas|Mystery / M|2012-09Sep-2012|04.5
Jacka, Benedict|Taken|Urban Fantasy / UF|2012-09Sep-2012|04.5
Grimes, Linda|In a Fix|Urban Fantasy / UF|2012-09Sep-2012|03.5
Aguirre, Ann|Endgame|Science Fiction / SF|2012-09Sep-2012|04
Sirls, William|The Reason|General Fiction / GF|2012-09Sep-2012|05
Salomon, Peter Adam|Henry Franks|Fantasy / F|2012-09Sep-2012|05
Petrucha, Stefan|Dead Mann Running|Fantasy / F|2012-09Sep-2012|05
Staub, Wendy Corsi|Sleepwalker|Romantic Suspense / RS|2012-09Sep-2012|04.5
Niven, Jennifer|Becoming Clementine|General Fiction / GF|2012-09Sep-2012|05
James, Steven|Opening Moves|Thriller / T|2012-09Sep-2012|04
Multiple Authors|A Book of Horrors|Horror / HORR|2012-09Sep-2012|05
Rubin, Adam|Those Darn Squirrels Fly South|General Fiction / GF|2012-09Sep-2012|03
Jakobsen, Mette|The Vanishing Act|Literary / L|2012-09Sep-2012|05
Cussler, Clive; Perry, Thomas|The Tombs|Action Adventure / AA|2012-09Sep-2012|04
Patel, Sanjay; Haynes, Emily|Ganesha's Sweet Tooth|Fantasy / F|2012-09Sep-2012|02
Coben, Harlan|Seconds Away|Thriller / T|2012-09Sep-2012|04
Catrow, David|The Fly Flew In|General Fiction / GF|2012-09Sep-2012|02
Moss, Marissa|A Soldier's Secret|General Fiction / GF|2012-09Sep-2012|03
Base, Graeme|Little Elephants|General Fiction / GF|2012-09Sep-2012|01
Pulver, Robin|The Case of the Incapacitated Capitals|General Fiction / GF|2012-09Sep-2012|04
Rosenberg, Madelyn|The Schmutzy Family|General Fiction / GF|2012-09Sep-2012|03
Barrows, Annie|Ivy + Bean Make the Rules|General Fiction / GF|2012-09Sep-2012|04.5
Harry N. Abrams|Trolls|Fantasy / F|2012-09Sep-2012|05
Welsh, Irvine|Skagboys|Literary / L|2012-09Sep-2012|04.5
Kimmel, Eric A.|Hiss-S-S-S!|General Fiction / GF|2012-09Sep-2012|02
Majors, Inman|Love's Winning Plays|Literary / L|2012-09Sep-2012|05
Burleigh, Robert|Hit the Road, Jack|General Fiction / GF|2012-09Sep-2012|02
Smith, Zadie|NW|General Fiction / GF|2012-09Sep-2012|05
Preus, Margi|Shadow on the Mountain|Historical / H|2012-09Sep-2012|04
McKay, Hilary|Lulu and the Duck in the Park|General Fiction / GF|2012-09Sep-2012|05
Sears, Michael|Black Fridays|Thriller / T|2012-09Sep-2012|04.5
Delany, Vicki|More Than Sorrow|Mystery / M|2012-09Sep-2012|05
Buckley, Michael|Kel Gilligan's Daredevil Stunt Show|General Fiction / GF|2012-09Sep-2012|03
Robb, J.D.|Delusion in Death|Police/Detective/Law Enforcement / PD|2012-09Sep-2012|04.5
Fabry, Chris|Borders of the Heart|General Fiction / GF|2012-09Sep-2012|04
Sagara, Michelle|Cast in Peril|Fantasy / F|2012-09Sep-2012|04.5
Phoenix, Michele|Tangled Ashes|General Fiction / GF|2012-09Sep-2012|03
Hancock, Penny|Kept in the Dark|General Fiction / GF|2012-09Sep-2012|03
Harrington, Hannah|Speechless|General Fiction / GF|2012-09Sep-2012|03
Hunt, Laird|Kind One|Literary / L|2012-09Sep-2012|05
Everson, Eva Marie|Unconditional|General Fiction / GF|2012-09Sep-2012|05
Shaw, Johnny|Big Maria|Thriller / T|2012-09Sep-2012|05
Wilson, Eric; Preston, Theresa|October Baby|General Fiction / GF|2012-09Sep-2012|04
Fry, Erin|Losing It|General Fiction / GF|2012-09Sep-2012|03
Genova, Lisa|Love Anthony|General Fiction / GF|2012-09Sep-2012|04.5
Hanlon, Abby|Ralph Tells a Story|General Fiction / GF|2012-09Sep-2012|03
Leonard, Niall|Crusher|Action Adventure / AA|2012-09Sep-2012|02
Law, Janice|Fires of London|Historical Mystery / HM|2012-09Sep-2012|04
Calmenson, Stephanie|Ollie's School Day|General Fiction / GF|2012-09Sep-2012|03
Reynolds, Aaron|Creepy Carrots!|General Fiction / GF|2012-09Sep-2012|05
Mathers, Petra|The McElderry Book of Mother Goose: Revered and Rare Rhymes|General Fiction / GF|2012-09Sep-2012|05
Parker, Michael|You Are a Star!|General Fiction / GF|2012-09Sep-2012|02
Allen, Kathryn Madeline|A Kiss Means I Love You|General Fiction / GF|2012-09Sep-2012|03
Blackadder, Jesse|The Raven's Heart: A Story of a Quest, a Castle and Mary Queen of Scots|Historical / H|2012-09Sep-2012|04
Williams, Charles|And the Deep Blue Sea (e)|Mystery / M|2012-09Sep-2012|05
Carey, Mike|Iphigenia in Aulis (ss)|Fantasy / F|2012-09Sep-2012|04
Brody, Frances|A Woman Unknown|Historical Mystery / HM|2012-09Sep-2012|04
Tidbeck, Karin|Jagannath|General Fiction / GF|2012-09Sep-2012|04
Brown, Duffy|Iced Chiffon|Cozy Mystery / CZ|2012-10Oct-2012|04.5
Valente, Catherynne M.|The Girl Who Fell Beneath Fairyland and Led the Revels There|General Fiction / GF|2012-10Oct-2012|04
Ferraiolo, Jack D.|The Quick Fix|Mystery / M|2012-10Oct-2012|03
Picador|Object Lessons|General Fiction / GF|2012-10Oct-2012|05
Wickersham, Joan|The News from Spain|Literary / L|2012-10Oct-2012|05
Nesbo, Jo|Phantom|Police/Detective/Law Enforcement / PD|2012-10Oct-2012|04
Fforde, Jasper|The Last Dragonslayer|Action Adventure / AA|2012-10Oct-2012|05
Mahy, Margaret|The Man from the Land of Fandango|Science Fiction / Fantasy / SFF|2012-10Oct-2012|04
Hoeg, Peter|The Elephant Keepers' Children|Literary / L|2012-10Oct-2012|05
Jung, Mike|Geeks Girls & Secret Identities|General Fiction / GF|2012-10Oct-2012|03
Engelmann, Karen|The Stockholm Octavo|Historical / H|2012-10Oct-2012|05
Cronin, Justin|The Twelve|Horror / HORR|2012-10Oct-2012|04.5
Stephens, John|The Fire Chronicle|Fantasy / F|2012-10Oct-2012|04
Colllins, Ace|The Yellow Packard|General Fiction / GF|2012-10Oct-2012|05
Josefson, Dan|That's Not a Feeling|Literary / L|2012-10Oct-2012|05
MacNeal, Susan Elia|Princess Elizabeth's Spy|Historical Mystery / HM|2012-10Oct-2012|04
Harris, Oliver|The Hollow Man|General Fiction / GF|2012-10Oct-2012|04
Higgs, Liz Curtis|A Wreath of Snow|General Fiction / GF|2012-10Oct-2012|03
Thomson, Jamie|The Dark Lord: The Early Years|General Fiction / GF|2012-10Oct-2012|03
Myers, Christopher|H.O.R.S.E.|General Fiction / GF|2012-10Oct-2012|04
Moore, Kelly; Reed, Tucker & Larkin Reed|Amber House|Fantasy / F|2012-10Oct-2012|02
Petterson, Per|It's Fine By Me|Literary / L|2012-10Oct-2012|05
Kaaberbol, Lene; Friis, Agnete|Invisible Murders|Mystery / M|2012-10Oct-2012|05
Hest, Amy|Charley's First Night|General Fiction / GF|2012-10Oct-2012|04
Farrey, Brian|The Vengekeep Prophecies|Fantasy / F|2012-10Oct-2012|03
Klassen, Jon|This Is Not My Hat|General Fiction / GF|2012-10Oct-2012|05
King, A.S.|Ask the Passengers|General Fiction / GF|2012-10Oct-2012|05
Meek, James|The Heart Broke In|Literary / L|2012-10Oct-2012|05
Lowry, Lois|Son|Science Fiction / SF|2012-10Oct-2012|04
Childs, Laura|Postcards from the Dead|Cozy Mystery / CZ|2012-10Oct-2012|04
O'Connor, Barbara|On the Road to Mr. Mineo's|General Fiction / GF|2012-10Oct-2012|04
Snicket, Lemony|Who Could That Be at This Hour?|Mystery / M|2012-10Oct-2012|04.5
Donaldson, Julia|Tabby McTat, the Musical Cat|General Fiction / GF|2012-10Oct-2012|03
Chima, Cinda Williams|The Crimson Crown|Fantasy / F|2012-10Oct-2012|04.5
Schwartz, Corey Rosen|The Three Ninja Pigs|General Fiction / GF|2012-10Oct-2012|03
Gliori, Debi|What's the Time, Mr. Wolf?|General Fiction / GF|2012-10Oct-2012|05
Rees, Celia|This Is Not Forgiveness|General Fiction / GF|2012-10Oct-2012|04
Marino, Gianna|Too Tall Houses|General Fiction / GF|2012-10Oct-2012|03
Malliet, G.M.|A Fatal Winter|Mystery / M|2012-10Oct-2012|04.5
Riordan, Rick|The Mark of Athena|Action Adventure / AA|2012-10Oct-2012|04.5
Smith, Andrew|Passenger|General Fiction / GF|2012-10Oct-2012|05
Marsh, Katherine|Jepp, Who Defied the Stars|Historical / H|2012-10Oct-2012|05
Higashino, Keigo|Salvation of a Saint|Police/Detective/Law Enforcement / PD|2012-10Oct-2012|05
Connolly, Tina|Ironskin|Fantasy / F|2012-10Oct-2012|05
Cooper, Michelle|The FitzOsbornes at War|Historical / H|2012-10Oct-2012|04
Battersby, Katherine|Brave Squish Rabbit|General Fiction / GF|2012-10Oct-2012|02
Johansen, Iris|Sleep No More|Thriller / T|2012-10Oct-2012|04
Wong, David|This Book Is Full of Spiders: Seriously, Dude, Don't Touch It|Horror / HORR|2012-10Oct-2012|04.5
James, Bill|Undercover|Police/Detective/Law Enforcement / PD|2012-10Oct-2012|05
Homes, A.M.|May We Be Forgiven|Literary / L|2012-10Oct-2012|04
Pyron, Bobbie|The Dogs of Winter|General Fiction / GF|2012-10Oct-2012|04
Woodson, Jacqueline|Each Kindness|General Fiction / GF|2012-10Oct-2012|02.5
Bryan, Ashley|Who Built the Stable?|General Fiction / GF|2012-10Oct-2012|04
Erdrich, Louise|The Round House|General Fiction / GF|2012-10Oct-2012|04
Marsalis, Wynton|Squeak, Rumble, Whomp! Whomp! Whomp!|General Fiction / GF|2012-10Oct-2012|03
McLaren, Kaya|How I Came to Sparkle Again|General Fiction / GF|2012-10Oct-2012|04
