"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] BookTitleComparatorLowerJaccard record1Value","[0] BookTitleComparatorLowerJaccard record2Value","[0] BookTitleComparatorLowerJaccard record1PreprocessedValue","[0] BookTitleComparatorLowerJaccard record2PreprocessedValue","[0] BookTitleComparatorLowerJaccard similarity","[0] BookTitleComparatorLowerJaccard postproccesedSimilarity","[1] BookAuthorComparatorLowerJaccard record1Value","[1] BookAuthorComparatorLowerJaccard record2Value","[1] BookAuthorComparatorLowerJaccard record1PreprocessedValue","[1] BookAuthorComparatorLowerJaccard record2PreprocessedValue","[1] BookAuthorComparatorLowerJaccard similarity","[1] BookAuthorComparatorLowerJaccard postproccesedSimilarity","[2] BookReleaseDateComparatorWeightedDateSimilarity record1Value","[2] BookReleaseDateComparatorWeightedDateSimilarity record2Value","[2] BookReleaseDateComparatorWeightedDateSimilarity record1PreprocessedValue","[2] BookReleaseDateComparatorWeightedDateSimilarity record2PreprocessedValue","[2] BookReleaseDateComparatorWeightedDateSimilarity similarity","[2] BookReleaseDateComparatorWeightedDateSimilarity postproccesedSimilarity"
"LinearCombinationMatchingRule","wiki_10896","bbe_45580","0.0",,"Unfettered","Unleashed","unfettered","unleashed","0.0","0.0","Unfettered_Eldon Thompson","Unleashed_Nancy Holder","Unfettered_Eldon Thompson","Unleashed_Nancy Holder","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_1507","bbe_36203","0.0",,"Five-Odd","Firelight","five-odd","firelight","0.0","0.0","Five-Odd_Kingsley Amis","Firelight_Kazu Kibuishi","Five-Odd_Kingsley Amis","Firelight_Kazu Kibuishi","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_8438","bbe_43053","0.35",,"The Pendragon Protocol","The Persona Protocol","the pendragon protocol","the persona protocol","0.5","0.5","The Pendragon Protocol_Philip Purser-Hallard","The Persona Protocol_Andy McDermott","The Pendragon Protocol_Philip Purser-Hallard","The Persona Protocol_Andy McDermott","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_9412","bbe_21647","0.13999999999999999",,"The Grantville Gazette","The Green Gauntlet","the grantville gazette","the green gauntlet","0.2","0.2","The Grantville Gazette_Eric Flint","The Green Gauntlet_R.F. Delderfield","The Grantville Gazette_Eric Flint","The Green Gauntlet_R.F. Delderfield","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_6115","bbe_4149","NaN","1","The Book of the New Sun, Vols. I & II","The Book of the New Sun","the book of the new sun, vols. i & ii","the book of the new sun","0.625","0.625","The Book of the New Sun, Vols. I & II_Gene Wolfe","The Book of the New Sun_Gene Wolfe","The Book of the New Sun, Vols. I & II_Gene Wolfe","The Book of the New Sun_Gene Wolfe","1.0","1.0",,,,,,
"LinearCombinationMatchingRule","wiki_1011","bbe_52449","0.0",,"Changes","Charmed","changes","charmed","0.0","0.0","Changes_Danielle Steel","Charmed_Catherine Hart","Changes_Danielle Steel","Charmed_Catherine Hart","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_4659","bbe_39527","0.0",,"Stargazer","Strata","stargazer","strata","0.0","0.0","Stargazer_Claudia Gray","Strata_Terry Pratchett","Stargazer_Claudia Gray","Strata_Terry Pratchett","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_8559","bbe_4745","0.2333333333333333",,"The Promise","The Prestige","the promise","the prestige","0.3333333333333333","0.3333333333333333","The Promise_Damon Galgut","The Prestige_Christopher Priest","The Promise_Damon Galgut","The Prestige_Christopher Priest","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_2164","bbe_34259","0.0",,"Hourglass","Hostage","hourglass","hostage","0.0","0.0","Hourglass_Claudia Gray","Hostage_Kay Hooper","Hourglass_Claudia Gray","Hostage_Kay Hooper","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_5667","bbe_12869","0.0",,"Medalon","Memento","medalon","memento","0.0","0.0","Medalon_Jennifer Fallon","Memento_Radek John","Medalon_Jennifer Fallon","Memento_Radek John","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_121","bbe_9257","0.2333333333333333",,"The Revenant","The Reef","the revenant","the reef","0.3333333333333333","0.3333333333333333","The Revenant_Michael Punke","The Reef_Nora Roberts","The Revenant_Michael Punke","The Reef_Nora Roberts","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_2182","bbe_366","0.0",,"Stolen","Steppenwolf","stolen","steppenwolf","0.0","0.0","Stolen_Kelley Armstrong","Steppenwolf_Hermann Hesse","Stolen_Kelley Armstrong","Steppenwolf_Hermann Hesse","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_6502","bbe_23749","0.19999999999999998",,"The Department of Queer Complaints","The Debt of Tears","the department of queer complaints","the debt of tears","0.2857142857142857","0.2857142857142857","The Department of Queer Complaints_John Dickson Carr","The Debt of Tears_Cao Xueqin","The Department of Queer Complaints_John Dickson Carr","The Debt of Tears_Cao Xueqin","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_8712","bbe_30786","0.35",,"The House of Stairs","The House of Blue Mangoes","the house of stairs","the house of blue mangoes","0.5","0.5","The House of Stairs_Ruth Rendell","The House of Blue Mangoes_David Davidar","The House of Stairs_Ruth Rendell","The House of Blue Mangoes_David Davidar","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_6777","bbe_44740","0.0",,"Unfettered","Unique","unfettered","unique","0.0","0.0","Unfettered_Mark Lawrence","Unique_Alison Allen-Gray","Unfettered_Mark Lawrence","Unique_Alison Allen-Gray","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_7088","bbe_20427","0.2333333333333333",,"The Privateer","The Prince","the privateer","the prince","0.3333333333333333","0.3333333333333333","The Privateer_S. M. Stirling","The Prince_Eddie Smyth","The Privateer_S. M. Stirling","The Prince_Eddie Smyth","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_9482","bbe_11820","0.0",,"Magic","Manwhore","magic","manwhore","0.0","0.0","Magic_Danielle Steel","Manwhore_Katy Evans","Magic_Danielle Steel","Manwhore_Katy Evans","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_10597","bbe_25377","0.26249999999999996",,"The Rise of Endymion","The Rise of Ren Crown: Volume 3","the rise of endymion","the rise of ren crown: volume 3","0.375","0.375","The Rise of Endymion_Dan Simmons","The Rise of Ren Crown: Volume 3_Anne Zoelle","The Rise of Endymion_Dan Simmons","The Rise of Ren Crown: Volume 3_Anne Zoelle","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_1078","bbe_20384","0.09333333333333332",,"The Lair of the Ice Worm","The Lady of the Fig Tree The Healing Power of Meditation 1 The History and Significance of Meditation","the lair of the ice worm","the lady of the fig tree the healing power of meditation 1 the history and significance of meditation","0.13333333333333333","0.13333333333333333","The Lair of the Ice Worm_L. Sprague de Camp","The Lady of the Fig Tree The Healing Power of Meditation 1 The History and Significance of Meditation_Abo Polak","The Lair of the Ice Worm_L. Sprague de Camp","The Lady of the Fig Tree The Healing Power of Meditation 1 The History and Significance of Meditation_Abo Polak","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_8593","bbe_944","0.2333333333333333",,"A Stranger in Olondria","A Study in Scarlet","a stranger in olondria","a study in scarlet","0.3333333333333333","0.3333333333333333","A Stranger in Olondria_Sofia Samatar","A Study in Scarlet_Arthur Conan Doyle","A Stranger in Olondria_Sofia Samatar","A Study in Scarlet_Arthur Conan Doyle","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_11652","bbe_17642","0.0",,"Chainfire","Chester","chainfire","chester","0.0","0.0","Chainfire_Terry Goodkind","Chester_Mélanie Watt","Chainfire_Terry Goodkind","Chester_Mélanie Watt","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_4252","bbe_25192","0.0",,"Caverns","Captive","caverns","captive","0.0","0.0","Caverns_Ken Kesey","Captive_Gabrielle Estres","Caverns_Ken Kesey","Captive_Gabrielle Estres","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_1757","bbe_1608","0.2333333333333333",,"The Day of the Scorpion","The Daughter of Time","the day of the scorpion","the daughter of time","0.3333333333333333","0.3333333333333333","The Day of the Scorpion_Paul Scott","The Daughter of Time_Josephine Tey","The Day of the Scorpion_Paul Scott","The Daughter of Time_Josephine Tey","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_3991","bbe_1026","0.0",,"Moxyland","Momo","moxyland","momo","0.0","0.0","Moxyland_Lauren Beukes","Momo_Michael Ende","Moxyland_Lauren Beukes","Momo_Michael Ende","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_300","bbe_23468","0.0",,"Net.wars","NEKOMONOGATARI","net.wars","nekomonogatari","0.0","0.0","Net.wars_Wendy M. Grossman","NEKOMONOGATARI_NisiOisiN","Net.wars_Wendy M. Grossman","NEKOMONOGATARI_NisiOisiN","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_1083","bbe_44740","0.0",,"Unfettered","Unique","unfettered","unique","0.0","0.0","Unfettered_Naomi Novik","Unique_Alison Allen-Gray","Unfettered_Naomi Novik","Unique_Alison Allen-Gray","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_8566","bbe_38371","0.175",,"The sources of the Midrash Echah rabbah","The Song of the Cardinal","the sources of the midrash echah rabbah","the song of the cardinal","0.25","0.25","The sources of the Midrash Echah rabbah_Joseph Abrahams","The Song of the Cardinal_Gene Stratton-Porter","The sources of the Midrash Echah rabbah_Joseph Abrahams","The Song of the Cardinal_Gene Stratton-Porter","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_414","bbe_32636","0.42",,"Notes from underground","Notes from Underground & The Double","notes from underground","notes from underground & the double","0.6","0.6","Notes from underground_Thomas Cushman","Notes from Underground & The Double_Fyodor Dostoyevsky","Notes from underground_Thomas Cushman","Notes from Underground & The Double_Fyodor Dostoyevsky","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_6951","bbe_15738","0.0",,"Batavia's Graveyard","Barren Ground","batavia's graveyard","barren ground","0.0","0.0","Batavia's Graveyard_Mike Dash","Barren Ground_Ellen Glasgow","Batavia's Graveyard_Mike Dash","Barren Ground_Ellen Glasgow","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_6183","bbe_12757","0.0",,"Coniston","Courage","coniston","courage","0.0","0.0","Coniston_Winston Churchill","Courage_Molly Evangeline","Coniston_Winston Churchill","Courage_Molly Evangeline","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_5928","bbe_25598","0.0",,"Inheritance","Infestation","inheritance","infestation","0.0","0.0","Inheritance_Christopher Paolini","Infestation_William Meikle","Inheritance_Christopher Paolini","Infestation_William Meikle","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_136","bbe_10030","0.2833333333333333",,"The Confessions of Nat Turner","The Comedy of Errors","the confessions of nat turner","the comedy of errors","0.2857142857142857","0.2857142857142857","The Confessions of Nat Turner_William Styron","The Comedy of Errors_William Shakespeare","The Confessions of Nat Turner_William Styron","The Comedy of Errors_William Shakespeare","0.3333333333333333","0.3333333333333333",,,,,,
"LinearCombinationMatchingRule","wiki_11779","bbe_30934","0.3",,"The House of Compassionate Sharers","The House Of Thirty Cats","the house of compassionate sharers","the house of thirty cats","0.42857142857142855","0.42857142857142855","The House of Compassionate Sharers_Michael Bishop","The House Of Thirty Cats_Mary Calhoun","The House of Compassionate Sharers_Michael Bishop","The House Of Thirty Cats_Mary Calhoun","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_802","bbe_14446","0.2333333333333333",,"Cats of the Clans","Catch of the Day","cats of the clans","catch of the day","0.3333333333333333","0.3333333333333333","Cats of the Clans_Erin Hunter","Catch of the Day_Kristan Higgins","Cats of the Clans_Erin Hunter","Catch of the Day_Kristan Higgins","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_717","bbe_36192","0.0",,"Deathless","Denied","deathless","denied","0.0","0.0","Deathless_Catherynne M. Valente","Denied_Jodi Ellen Malpas","Deathless_Catherynne M. Valente","Denied_Jodi Ellen Malpas","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_7420","bbe_470","0.0",,"Underground","Untamed","underground","untamed","0.0","0.0","Underground_Andrew McGahan","Untamed_P.C. Cast","Underground_Andrew McGahan","Untamed_P.C. Cast","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_10905","bbe_15796","0.0",,"Waylander","Watermelon","waylander","watermelon","0.0","0.0","Waylander_David Gemmell","Watermelon_Marian Keyes","Waylander_David Gemmell","Watermelon_Marian Keyes","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_9853","bbe_18715","0.0",,"Falcondance","Fast-Trapped","falcondance","fast-trapped","0.0","0.0","Falcondance_Amelia Atwater-Rhodes","Fast-Trapped_Tracy Rozzlynn","Falcondance_Amelia Atwater-Rhodes","Fast-Trapped_Tracy Rozzlynn","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_11546","bbe_12533","0.0",,"Processing","Promises","processing","promises","0.0","0.0","Processing_Ben Fry","Promises_Marie Sexton","Processing_Ben Fry","Promises_Marie Sexton","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_5571","bbe_19618","0.0",,"Bloodchild","Bliss","bloodchild","bliss","0.0","0.0","Bloodchild_Octavia E. Butler","Bliss_O.Z. Livaneli","Bloodchild_Octavia E. Butler","Bliss_O.Z. Livaneli","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_1607","bbe_40785","0.0",,"Shadowgate","Shumbachena","shadowgate","shumbachena","0.0","0.0","Shadowgate_Jennifer Rowe","Shumbachena_Nicholas Stanton","Shadowgate_Jennifer Rowe","Shumbachena_Nicholas Stanton","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_8761","bbe_36784","0.0",,"Noir","Non-A","noir","non-a","0.0","0.0","Noir_K. W. Jeter","Non-A_A.E. van Vogt","Noir_K. W. Jeter","Non-A_A.E. van Vogt","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_1635","bbe_51929","0.2333333333333333",,"The Case of the Constant Suicides","The Case of the Sun Bather's Diary","the case of the constant suicides","the case of the sun bather's diary","0.3333333333333333","0.3333333333333333","The Case of the Constant Suicides_John Dickson Carr","The Case of the Sun Bather's Diary_Erle Stanley Gardner","The Case of the Constant Suicides_John Dickson Carr","The Case of the Sun Bather's Diary_Erle Stanley Gardner","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_1078","bbe_42570","0.175",,"The Lair of the Ice Worm","The Land of Green Ginger","the lair of the ice worm","the land of green ginger","0.25","0.25","The Lair of the Ice Worm_L. Sprague de Camp","The Land of Green Ginger_Noel Langley","The Lair of the Ice Worm_L. Sprague de Camp","The Land of Green Ginger_Noel Langley","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_4078","bbe_25418","0.0",,"Floodland","Flint","floodland","flint","0.0","0.0","Floodland_Marcus Sedgwick","Flint_Louis L'Amour","Floodland_Marcus Sedgwick","Flint_Louis L'Amour","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_3914","bbe_9839","0.0",,"Hawksong","Harvest","hawksong","harvest","0.0","0.0","Hawksong_Amelia Atwater-Rhodes","Harvest_Tess Gerritsen","Hawksong_Amelia Atwater-Rhodes","Harvest_Tess Gerritsen","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_1173","bbe_38809","0.19999999999999998",,"The Winds of Marble Arch","The Witch of Duva","the winds of marble arch","the witch of duva","0.2857142857142857","0.2857142857142857","The Winds of Marble Arch_Connie Willis","The Witch of Duva_Leigh Bardugo","The Winds of Marble Arch_Connie Willis","The Witch of Duva_Leigh Bardugo","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_3031","bbe_2927","0.19999999999999998",,"The Servants of Twilight","The Secret of the Old Clock","the servants of twilight","the secret of the old clock","0.2857142857142857","0.2857142857142857","The Servants of Twilight_Dean Koontz","The Secret of the Old Clock_Carolyn Keene","The Servants of Twilight_Dean Koontz","The Secret of the Old Clock_Carolyn Keene","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_6808","bbe_37893","0.0",,"Edinburgh","Eden","edinburgh","eden","0.0","0.0","Edinburgh_Alexander Chee","Eden_Keary Taylor","Edinburgh_Alexander Chee","Eden_Keary Taylor","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_4215","bbe_316","0.175",,"The Songs of a Sentimental Bloke","The Son of Neptune","the songs of a sentimental bloke","the son of neptune","0.25","0.25","The Songs of a Sentimental Bloke_C. J. Dennis","The Son of Neptune_Rick Riordan","The Songs of a Sentimental Bloke_C. J. Dennis","The Son of Neptune_Rick Riordan","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_3507","bbe_10925","0.2333333333333333",,"The Fate of the Earth","The Face of Another","the fate of the earth","the face of another","0.3333333333333333","0.3333333333333333","The Fate of the Earth_Jonathan Schell","The Face of Another_Kōbō Abe","The Fate of the Earth_Jonathan Schell","The Face of Another_Kōbō Abe","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_8234","bbe_4676","0.19999999999999998",,"The Weirdstone of Brisingamen","The Well of Lost Plots","the weirdstone of brisingamen","the well of lost plots","0.2857142857142857","0.2857142857142857","The Weirdstone of Brisingamen_Alan Garner","The Well of Lost Plots_Jasper Fforde","The Weirdstone of Brisingamen_Alan Garner","The Well of Lost Plots_Jasper Fforde","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_10720","bbe_42359","0.11666666666666665",,"The Long Loud Silence","The Lonely Londoners","the long loud silence","the lonely londoners","0.16666666666666666","0.16666666666666666","The Long Loud Silence_Wilson Tucker","The Lonely Londoners_Sam Selvon","The Long Loud Silence_Wilson Tucker","The Lonely Londoners_Sam Selvon","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_4458","bbe_21779","0.3",,"The Tragedy of Great Power Politics","The Tragedy of Arthur","the tragedy of great power politics","the tragedy of arthur","0.42857142857142855","0.42857142857142855","The Tragedy of Great Power Politics_John Mearsheimer","The Tragedy of Arthur_Arthur Phillips","The Tragedy of Great Power Politics_John Mearsheimer","The Tragedy of Arthur_Arthur Phillips","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_6840","bbe_47641","0.0",,"Self-Constitution","Semiprecious","self-constitution","semiprecious","0.0","0.0","Self-Constitution_Christine Korsgaard","Semiprecious_D. Anne Love","Self-Constitution_Christine Korsgaard","Semiprecious_D. Anne Love","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_2192","bbe_35671","0.2333333333333333",,"The Fog","The Forest","the fog","the forest","0.3333333333333333","0.3333333333333333","The Fog_James Herbert","The Forest_Edward Rutherfurd","The Fog_James Herbert","The Forest_Edward Rutherfurd","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_9952","bbe_12552","0.0",,"Permafrost","Perfect","permafrost","perfect","0.0","0.0","Permafrost_Roger Zelazny","Perfect_Natasha Friend","Permafrost_Roger Zelazny","Perfect_Natasha Friend","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_1955","bbe_30934","0.3",,"The House of Dies Drear","The House Of Thirty Cats","the house of dies drear","the house of thirty cats","0.42857142857142855","0.42857142857142855","The House of Dies Drear_Virginia Hamilton","The House Of Thirty Cats_Mary Calhoun","The House of Dies Drear_Virginia Hamilton","The House Of Thirty Cats_Mary Calhoun","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_5153","bbe_47662","0.11666666666666665",,"The Problem of the Green Capsule: being the psychologist's murder case","The Price of Spring","the problem of the green capsule: being the psychologist's murder case","the price of spring","0.16666666666666666","0.16666666666666666","The Problem of the Green Capsule: being the psychologist's murder case_John Dickson Carr","The Price of Spring_Daniel Abraham","The Problem of the Green Capsule: being the psychologist's murder case_John Dickson Carr","The Price of Spring_Daniel Abraham","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_7867","bbe_40940","0.0",,"The Albatross","Thirteen Albatrosses:","the albatross","thirteen albatrosses:","0.0","0.0","The Albatross_Susan Hill","Thirteen Albatrosses:_Donald Harington","The Albatross_Susan Hill","Thirteen Albatrosses:_Donald Harington","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_1602","bbe_43961","0.12727272727272726",,"The Mask of Loki","The Magic Of Tidying Up: Understand The Secrets Of Good Life","the mask of loki","the magic of tidying up: understand the secrets of good life","0.18181818181818182","0.18181818181818182","The Mask of Loki_Thomas Thurston Thomas","The Magic Of Tidying Up: Understand The Secrets Of Good Life_Mary Parker","The Mask of Loki_Thomas Thurston Thomas","The Magic Of Tidying Up: Understand The Secrets Of Good Life_Mary Parker","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_8281","bbe_25598","0.0",,"Interface","Infestation","interface","infestation","0.0","0.0","Interface_George Jewsbury","Infestation_William Meikle","Interface_George Jewsbury","Infestation_William Meikle","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_262","bbe_31753","0.11666666666666665",,"The works of Mrs. Cowley; dramas and poems","The Words of My Perfect Teacher","the works of mrs. cowley; dramas and poems","the words of my perfect teacher","0.16666666666666666","0.16666666666666666","The works of Mrs. Cowley; dramas and poems_Hannah Cowley","The Words of My Perfect Teacher_Patrul Rinpoche","The works of Mrs. Cowley; dramas and poems_Hannah Cowley","The Words of My Perfect Teacher_Patrul Rinpoche","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_5430","bbe_22726","0.0",,"Pandemonium","Pan","pandemonium","pan","0.0","0.0","Pandemonium_Lauren Oliver","Pan_K.R. Thompson","Pandemonium_Lauren Oliver","Pan_K.R. Thompson","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_11331","bbe_10647","0.0",,"Wieland","Wish","wieland","wish","0.0","0.0","Wieland_Charles Brockden Brown","Wish_Barbara O'Connor","Wieland_Charles Brockden Brown","Wish_Barbara O'Connor","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_2714","bbe_26338","0.0",,"Dragonslayer","Dreamsnake","dragonslayer","dreamsnake","0.0","0.0","Dragonslayer_William King","Dreamsnake_Vonda N. McIntyre","Dragonslayer_William King","Dreamsnake_Vonda N. McIntyre","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_978","bbe_8451","0.0",,"Restoree","Revel","restoree","revel","0.0","0.0","Restoree_Anne McCaffrey","Revel_Michael Indemaio","Restoree_Anne McCaffrey","Revel_Michael Indemaio","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_6453","bbe_3936","0.2333333333333333",,"The Undying","The Unwords","the undying","the unwords","0.3333333333333333","0.3333333333333333","The Undying_Anne Boyer","The Unwords_Non Nomen","The Undying_Anne Boyer","The Unwords_Non Nomen","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_5703","bbe_50581","0.21",,"The End of Liberalism","The End of Reason: A Response to the New Atheists","the end of liberalism","the end of reason: a response to the new atheists","0.3","0.3","The End of Liberalism_Theodore J. Lowi","The End of Reason: A Response to the New Atheists_Ravi Zacharias","The End of Liberalism_Theodore J. Lowi","The End of Reason: A Response to the New Atheists_Ravi Zacharias","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_6381","bbe_31350","0.19999999999999998",,"The Colour of Magic","The Collapse of the Third Republic","the colour of magic","the collapse of the third republic","0.2857142857142857","0.2857142857142857","The Colour of Magic_Terry Pratchett","The Collapse of the Third Republic_William L. Shirer","The Colour of Magic_Terry Pratchett","The Collapse of the Third Republic_William L. Shirer","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_10636","bbe_8777","0.13999999999999999",,"Conan and the Sorcerer","Cornelia and the Audacious Escapades of the Somerset Sisters","conan and the sorcerer","cornelia and the audacious escapades of the somerset sisters","0.2","0.2","Conan and the Sorcerer_Andrew J. Offutt","Cornelia and the Audacious Escapades of the Somerset Sisters_Lesley M.M. Blume","Conan and the Sorcerer_Andrew J. Offutt","Cornelia and the Audacious Escapades of the Somerset Sisters_Lesley M.M. Blume","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_4952","bbe_1768","0.0",,"Sunnyside","Sunshine","sunnyside","sunshine","0.0","0.0","Sunnyside_Glen David Gold","Sunshine_Robin McKinley","Sunnyside_Glen David Gold","Sunshine_Robin McKinley","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_3914","bbe_39684","0.0",,"Hawksong","Hadlaub","hawksong","hadlaub","0.0","0.0","Hawksong_Amelia Atwater-Rhodes","Hadlaub_Gottfried Keller","Hawksong_Amelia Atwater-Rhodes","Hadlaub_Gottfried Keller","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_1550","bbe_35295","0.0",,"Heads","Heba","heads","heba","0.0","0.0","Heads_Greg Bear","Heba_Hasan Ali Toptaş","Heads_Greg Bear","Heba_Hasan Ali Toptaş","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_5177","bbe_48014","0.0",,"Declare","Deceiver","declare","deceiver","0.0","0.0","Declare_Tim Powers","Deceiver_C.J. Cherryh","Declare_Tim Powers","Deceiver_C.J. Cherryh","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_2826","bbe_50806","0.2333333333333333",,"The Repairer of Reputations","The Revolution of Ivy","the repairer of reputations","the revolution of ivy","0.3333333333333333","0.3333333333333333","The Repairer of Reputations_Robert W. Chambers","The Revolution of Ivy_Amy Engel","The Repairer of Reputations_Robert W. Chambers","The Revolution of Ivy_Amy Engel","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_9462","bbe_8506","0.175",,"The Wanderings of Oisin","The Way of Kings, Part 1","the wanderings of oisin","the way of kings, part 1","0.25","0.25","The Wanderings of Oisin_William Butler Yeats","The Way of Kings, Part 1_Brandon Sanderson","The Wanderings of Oisin_William Butler Yeats","The Way of Kings, Part 1_Brandon Sanderson","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_2876","bbe_51388","0.0",,"Swindle","Swordspoint","swindle","swordspoint","0.0","0.0","Swindle_Gordon Korman","Swordspoint_Ellen Kushner","Swindle_Gordon Korman","Swordspoint_Ellen Kushner","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_1866","bbe_25493","0.26249999999999996",,"The Girl Who Heard Dragons","The Girl Who Could Not Dream","the girl who heard dragons","the girl who could not dream","0.375","0.375","The Girl Who Heard Dragons_Anne McCaffrey","The Girl Who Could Not Dream_Sarah Beth Durst","The Girl Who Heard Dragons_Anne McCaffrey","The Girl Who Could Not Dream_Sarah Beth Durst","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_8989","bbe_44077","0.2333333333333333",,"The Saturdays","The Sacrifice","the saturdays","the sacrifice","0.3333333333333333","0.3333333333333333","The Saturdays_Elizabeth Enright","The Sacrifice_Lynne Ewing","The Saturdays_Elizabeth Enright","The Sacrifice_Lynne Ewing","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_10993","bbe_45132","0.2333333333333333",,"The Bones of Zora","The Book of Spells","the bones of zora","the book of spells","0.3333333333333333","0.3333333333333333","The Bones of Zora_L. Sprague de Camp","The Book of Spells_Kate Brian","The Bones of Zora_L. Sprague de Camp","The Book of Spells_Kate Brian","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_6519","bbe_14486","0.0",,"Hero","Heaven","hero","heaven","0.0","0.0","Hero_Perry Moore","Heaven_Randy Alcorn","Hero_Perry Moore","Heaven_Randy Alcorn","0.0","0.0",,,,,,
